stop_id,stop_name,stop_lat,stop_lon
84_2_S18,STOP_84_2_S18,21.010100,105.812641
84_2_S19,STOP_84_2_S19,21.007589,105.807147
84_2_S20,STOP_84_2_S20,21.009617,105.804475
84_2_S21,STOP_84_2_S21,21.014800,105.801608
99_1_S10,STOP_99_1_S10,21.004800,105.835541
99_1_S4,STOP_99_1_S4,21.020267,105.826501
99_1_S5,STOP_99_1_S5,21.017133,105.830991
99_1_S6,STOP_99_1_S6,21.014883,105.833457
99_1_S7,STOP_99_1_S7,21.012767,105.832191
99_1_S8,STOP_99_1_S8,21.009317,105.831408
99_1_S9,STOP_99_1_S9,21.006216,105.834241
99_2_S23,STOP_99_2_S23,21.004717,105.835624
99_2_S24,STOP_99_2_S24,21.008100,105.833008
99_2_S25,STOP_99_2_S25,21.008383,105.832058
99_2_S26,STOP_99_2_S26,21.012350,105.831974
99_2_S27,STOP_99_2_S27,21.015266,105.833341
99_2_S28,STOP_99_2_S28,21.017218,105.831381
99_2_S29,STOP_99_2_S29,21.020572,105.826653
BRT01_1_S17,STOP_BRT01_1_S17,21.002800,105.800692
BRT01_1_S18,STOP_BRT01_1_S18,21.006100,105.805508
BRT01_1_S19,STOP_BRT01_1_S19,21.013616,105.812741
BRT01_1_S20,STOP_BRT01_1_S20,21.018316,105.815775
BRT01_2_S4,STOP_BRT01_2_S4,21.018316,105.815775
BRT01_2_S5,STOP_BRT01_2_S5,21.013616,105.812741
BRT01_2_S6,STOP_BRT01_2_S6,21.006100,105.805508
BRT01_2_S7,STOP_BRT01_2_S7,21.002800,105.800692
