route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
14_1,FULLW,14_1_AM_13,,,,
14_1,FULLW,14_1_AM_14,,,,
14_1,FULLW,14_1_AM_15,,,,
14_1,FULLW,14_1_AM_16,,,,
14_1,FULLW,14_1_AM_17,,,,
14_1,FULLW,14_1_AM_18,,,,
14_1,FULLW,14_1_AM_19,,,,
14_2,FULLW,14_2_AM_1,,,,
14_2,FULLW,14_2_AM_2,,,,
14_2,FULLW,14_2_AM_3,,,,
14_2,FULLW,14_2_AM_4,,,,
14_2,FULLW,14_2_AM_5,,,,
14_2,FULLW,14_2_AM_6,,,,
14_2,FULLW,14_2_AM_7,,,,
14_2,FULLW,14_2_AM_8,,,,
14_2,FULLW,14_2_AM_9,,,,
14_2,FULLW,14_2_AM_10,,,,
14_2,FULLW,14_2_AM_11,,,,
14_2,FULLW,14_2_AM_12,,,,
14_2,FULLW,14_2_AM_13,,,,
14_2,FULLW,14_2_AM_14,,,,
14_2,FULLW,14_2_AM_15,,,,
14_2,FULLW,14_2_AM_16,,,,
14_2,FULLW,14_2_AM_17,,,,
14_2,FULLW,14_2_AM_18,,,,
14_2,FULLW,14_2_AM_19,,,,
15_1,FULLW,15_1_AM_1,,,,
15_1,FULLW,15_1_AM_2,,,,
15_1,FULLW,15_1_AM_3,,,,
15_1,FULLW,15_1_AM_4,,,,
15_1,FULLW,15_1_AM_5,,,,
15_1,FULLW,15_1_AM_6,,,,
15_1,FULLW,15_1_AM_7,,,,
15_1,FULLW,15_1_AM_8,,,,
15_1,FULLW,15_1_AM_9,,,,
15_1,FULLW,15_1_AM_10,,,,
15_1,FULLW,15_1_AM_11,,,,
15_1,FULLW,15_1_AM_12,,,,
15_1,FULLW,15_1_AM_13,,,,
15_1,FULLW,15_1_AM_14,,,,
15_1,FULLW,15_1_AM_15,,,,
15_1,FULLW,15_1_AM_16,,,,
15_1,FULLW,15_1_AM_17,,,,
15_1,FULLW,15_1_AM_18,,,,
15_1,FULLW,15_1_AM_19,,,,
15_2,FULLW,15_2_AM_1,,,,
15_2,FULLW,15_2_AM_2,,,,
15_2,FULLW,15_2_AM_3,,,,
15_2,FULLW,15_2_AM_4,,,,
15_2,FULLW,15_2_AM_5,,,,
15_2,FULLW,15_2_AM_6,,,,
15_2,FULLW,15_2_AM_7,,,,
15_2,FULLW,15_2_AM_8,,,,
15_2,FULLW,15_2_AM_9,,,,
15_2,FULLW,15_2_AM_10,,,,
15_2,FULLW,15_2_AM_11,,,,
15_2,FULLW,15_2_AM_12,,,,
15_2,FULLW,15_2_AM_13,,,,
15_2,FULLW,15_2_AM_14,,,,
15_2,FULLW,15_2_AM_15,,,,
15_2,FULLW,15_2_AM_16,,,,
15_2,FULLW,15_2_AM_17,,,,
15_2,FULLW,15_2_AM_18,,,,
15_2,FULLW,15_2_AM_19,,,,
16_1,FULLW,16_1_AM_1,,,,
16_1,FULLW,16_1_AM_2,,,,
16_1,FULLW,16_1_AM_3,,,,
16_1,FULLW,16_1_AM_4,,,,
16_1,FULLW,16_1_AM_5,,,,
16_1,FULLW,16_1_AM_6,,,,
16_1,FULLW,16_1_AM_7,,,,
16_1,FULLW,16_1_AM_8,,,,
16_1,FULLW,16_1_AM_9,,,,
16_1,FULLW,16_1_AM_10,,,,
16_1,FULLW,16_1_AM_11,,,,
16_1,FULLW,16_1_AM_12,,,,
16_1,FULLW,16_1_AM_13,,,,
16_1,FULLW,16_1_AM_14,,,,
16_1,FULLW,16_1_AM_15,,,,
16_1,FULLW,16_1_AM_16,,,,
16_1,FULLW,16_1_AM_17,,,,
16_1,FULLW,16_1_AM_18,,,,
16_1,FULLW,16_1_AM_19,,,,
16_2,FULLW,16_2_AM_1,,,,
16_2,FULLW,16_2_AM_2,,,,
16_2,FULLW,16_2_AM_3,,,,
16_2,FULLW,16_2_AM_4,,,,
16_2,FULLW,16_2_AM_5,,,,
16_2,FULLW,16_2_AM_6,,,,
16_2,FULLW,16_2_AM_7,,,,
16_2,FULLW,16_2_AM_8,,,,
16_2,FULLW,16_2_AM_9,,,,
16_2,FULLW,16_2_AM_10,,,,
16_2,FULLW,16_2_AM_11,,,,
16_2,FULLW,16_2_AM_12,,,,
16_2,FULLW,16_2_AM_13,,,,
16_2,FULLW,16_2_AM_14,,,,
16_2,FULLW,16_2_AM_15,,,,
16_2,FULLW,16_2_AM_16,,,,
16_2,FULLW,16_2_AM_17,,,,
16_2,FULLW,16_2_AM_18,,,,
16_2,FULLW,16_2_AM_19,,,,
17_1,FULLW,17_1_AM_1,,,,
17_1,FULLW,17_1_AM_2,,,,
17_1,FULLW,17_1_AM_3,,,,
17_1,FULLW,17_1_AM_4,,,,
17_1,FULLW,17_1_AM_5,,,,
17_1,FULLW,17_1_AM_6,,,,
17_1,FULLW,17_1_AM_7,,,,
17_1,FULLW,17_1_AM_8,,,,
17_1,FULLW,17_1_AM_9,,,,
17_1,FULLW,17_1_AM_10,,,,
17_1,FULLW,17_1_AM_11,,,,
17_1,FULLW,17_1_AM_12,,,,
17_1,FULLW,17_1_AM_13,,,,
17_1,FULLW,17_1_AM_14,,,,
17_1,FULLW,17_1_AM_15,,,,
17_1,FULLW,17_1_AM_16,,,,
17_1,FULLW,17_1_AM_17,,,,
17_1,FULLW,17_1_AM_18,,,,
17_1,FULLW,17_1_AM_19,,,,
17_2,FULLW,17_2_AM_1,,,,
17_2,FULLW,17_2_AM_2,,,,
17_2,FULLW,17_2_AM_3,,,,
17_2,FULLW,17_2_AM_4,,,,
17_2,FULLW,17_2_AM_5,,,,
17_2,FULLW,17_2_AM_6,,,,
17_2,FULLW,17_2_AM_7,,,,
17_2,FULLW,17_2_AM_8,,,,
17_2,FULLW,17_2_AM_9,,,,
17_2,FULLW,17_2_AM_10,,,,
17_2,FULLW,17_2_AM_11,,,,
17_2,FULLW,17_2_AM_12,,,,
17_2,FULLW,17_2_AM_13,,,,
17_2,FULLW,17_2_AM_14,,,,
17_2,FULLW,17_2_AM_15,,,,
17_2,FULLW,17_2_AM_16,,,,
17_2,FULLW,17_2_AM_17,,,,
17_2,FULLW,17_2_AM_18,,,,
17_2,FULLW,17_2_AM_19,,,,
18_1,FULLW,18_1_AM_1,,,,
18_1,FULLW,18_1_AM_2,,,,
18_1,FULLW,18_1_AM_3,,,,
18_1,FULLW,18_1_AM_4,,,,
18_1,FULLW,18_1_AM_5,,,,
18_1,FULLW,18_1_AM_6,,,,
18_1,FULLW,18_1_AM_7,,,,
18_1,FULLW,18_1_AM_8,,,,
18_1,FULLW,18_1_AM_9,,,,
18_1,FULLW,18_1_AM_10,,,,
18_1,FULLW,18_1_AM_11,,,,
18_1,FULLW,18_1_AM_12,,,,
18_1,FULLW,18_1_AM_13,,,,
18_2,FULLW,18_2_AM_1,,,,
18_2,FULLW,18_2_AM_2,,,,
18_2,FULLW,18_2_AM_3,,,,
18_2,FULLW,18_2_AM_4,,,,
18_2,FULLW,18_2_AM_5,,,,
18_2,FULLW,18_2_AM_6,,,,
18_2,FULLW,18_2_AM_7,,,,
18_2,FULLW,18_2_AM_8,,,,
18_2,FULLW,18_2_AM_9,,,,
18_2,FULLW,18_2_AM_10,,,,
18_2,FULLW,18_2_AM_11,,,,
18_2,FULLW,18_2_AM_12,,,,
18_2,FULLW,18_2_AM_13,,,,
19_1,FULLW,19_1_AM_1,,,,
19_1,FULLW,19_1_AM_2,,,,
19_1,FULLW,19_1_AM_3,,,,
19_1,FULLW,19_1_AM_4,,,,
19_1,FULLW,19_1_AM_5,,,,
19_1,FULLW,19_1_AM_6,,,,
19_1,FULLW,19_1_AM_7,,,,
19_1,FULLW,19_1_AM_8,,,,
19_1,FULLW,19_1_AM_9,,,,
19_1,FULLW,19_1_AM_10,,,,
19_1,FULLW,19_1_AM_11,,,,
19_1,FULLW,19_1_AM_12,,,,
19_1,FULLW,19_1_AM_13,,,,
19_1,FULLW,19_1_AM_14,,,,
19_1,FULLW,19_1_AM_15,,,,
19_1,FULLW,19_1_AM_16,,,,
19_1,FULLW,19_1_AM_17,,,,
19_1,FULLW,19_1_AM_18,,,,
19_1,FULLW,19_1_AM_19,,,,
19_2,FULLW,19_2_AM_1,,,,
19_2,FULLW,19_2_AM_2,,,,
19_2,FULLW,19_2_AM_3,,,,
19_2,FULLW,19_2_AM_4,,,,
19_2,FULLW,19_2_AM_5,,,,
19_2,FULLW,19_2_AM_6,,,,
19_2,FULLW,19_2_AM_7,,,,
19_2,FULLW,19_2_AM_8,,,,
19_2,FULLW,19_2_AM_9,,,,
19_2,FULLW,19_2_AM_10,,,,
19_2,FULLW,19_2_AM_11,,,,
19_2,FULLW,19_2_AM_12,,,,
19_2,FULLW,19_2_AM_13,,,,
19_2,FULLW,19_2_AM_14,,,,
19_2,FULLW,19_2_AM_15,,,,
19_2,FULLW,19_2_AM_16,,,,
19_2,FULLW,19_2_AM_17,,,,
19_2,FULLW,19_2_AM_18,,,,
19_2,FULLW,19_2_AM_19,,,,
20A_1,FULLW,20A_1_AM_1,,,,
20A_1,FULLW,20A_1_AM_2,,,,
20A_1,FULLW,20A_1_AM_3,,,,
20A_1,FULLW,20A_1_AM_4,,,,
20A_1,FULLW,20A_1_AM_5,,,,
20A_1,FULLW,20A_1_AM_6,,,,
20A_1,FULLW,20A_1_AM_7,,,,
20A_1,FULLW,20A_1_AM_8,,,,
20A_1,FULLW,20A_1_AM_9,,,,
20A_1,FULLW,20A_1_AM_10,,,,
20A_2,FULLW,20A_2_AM_1,,,,
20A_2,FULLW,20A_2_AM_2,,,,
20A_2,FULLW,20A_2_AM_3,,,,
20A_2,FULLW,20A_2_AM_4,,,,
20A_2,FULLW,20A_2_AM_5,,,,
20A_2,FULLW,20A_2_AM_6,,,,
20A_2,FULLW,20A_2_AM_7,,,,
20A_2,FULLW,20A_2_AM_8,,,,
20A_2,FULLW,20A_2_AM_9,,,,
20A_2,FULLW,20A_2_AM_10,,,,
20B_1,FULLW,20B_1_AM_1,,,,
20B_1,FULLW,20B_1_AM_2,,,,
20B_1,FULLW,20B_1_AM_3,,,,
20B_1,FULLW,20B_1_AM_4,,,,
20B_1,FULLW,20B_1_AM_5,,,,
20B_1,FULLW,20B_1_AM_6,,,,
20B_1,FULLW,20B_1_AM_7,,,,
20B_1,FULLW,20B_1_AM_8,,,,
20B_1,FULLW,20B_1_AM_9,,,,
20B_1,FULLW,20B_1_AM_10,,,,
20B_2,FULLW,20B_2_AM_1,,,,
20B_2,FULLW,20B_2_AM_2,,,,
20B_2,FULLW,20B_2_AM_3,,,,
20B_2,FULLW,20B_2_AM_4,,,,
20B_2,FULLW,20B_2_AM_5,,,,
20B_2,FULLW,20B_2_AM_6,,,,
20B_2,FULLW,20B_2_AM_7,,,,
20B_2,FULLW,20B_2_AM_8,,,,
20B_2,FULLW,20B_2_AM_9,,,,
20C_1,FULLW,20C_1_AM_1,,,,
20C_1,FULLW,20C_1_AM_2,,,,
20C_1,FULLW,20C_1_AM_3,,,,
20C_1,FULLW,20C_1_AM_4,,,,
20C_1,FULLW,20C_1_AM_5,,,,
20C_2,FULLW,20C_2_AM_1,,,,
20C_2,FULLW,20C_2_AM_2,,,,
20C_2,FULLW,20C_2_AM_3,,,,
20C_2,FULLW,20C_2_AM_4,,,,
20C_2,FULLW,20C_2_AM_5,,,,
21A_1,FULLW,21A_1_AM_1,,,,
21A_1,FULLW,21A_1_AM_2,,,,
21A_1,FULLW,21A_1_AM_3,,,,
21A_1,FULLW,21A_1_AM_4,,,,
21A_1,FULLW,21A_1_AM_5,,,,
21A_1,FULLW,21A_1_AM_6,,,,
21A_1,FULLW,21A_1_AM_7,,,,
21A_1,FULLW,21A_1_AM_8,,,,
21A_1,FULLW,21A_1_AM_9,,,,
21A_1,FULLW,21A_1_AM_10,,,,
21A_1,FULLW,21A_1_AM_11,,,,
21A_1,FULLW,21A_1_AM_12,,,,
21A_1,FULLW,21A_1_AM_13,,,,
21A_1,FULLW,21A_1_AM_14,,,,
21A_1,FULLW,21A_1_AM_15,,,,
21A_1,FULLW,21A_1_AM_16,,,,
21A_1,FULLW,21A_1_AM_17,,,,
21A_1,FULLW,21A_1_AM_18,,,,
21A_1,FULLW,21A_1_AM_19,,,,
21A_2,FULLW,21A_2_AM_1,,,,
21A_2,FULLW,21A_2_AM_2,,,,
21A_2,FULLW,21A_2_AM_3,,,,
21A_2,FULLW,21A_2_AM_4,,,,
21A_2,FULLW,21A_2_AM_5,,,,
21A_2,FULLW,21A_2_AM_6,,,,
21A_2,FULLW,21A_2_AM_7,,,,
21A_2,FULLW,21A_2_AM_8,,,,
21A_2,FULLW,21A_2_AM_9,,,,
21A_2,FULLW,21A_2_AM_10,,,,
21A_2,FULLW,21A_2_AM_11,,,,
21A_2,FULLW,21A_2_AM_12,,,,
21A_2,FULLW,21A_2_AM_13,,,,
21A_2,FULLW,21A_2_AM_14,,,,
21A_2,FULLW,21A_2_AM_15,,,,
21A_2,FULLW,21A_2_AM_16,,,,
21A_2,FULLW,21A_2_AM_17,,,,
21A_2,FULLW,21A_2_AM_18,,,,
21A_2,FULLW,21A_2_AM_19,,,,
21B_1,FULLW,21B_1_AM_1,,,,
21B_1,FULLW,21B_1_AM_2,,,,
21B_1,FULLW,21B_1_AM_3,,,,
21B_1,FULLW,21B_1_AM_4,,,,
21B_1,FULLW,21B_1_AM_5,,,,
21B_1,FULLW,21B_1_AM_6,,,,
21B_1,FULLW,21B_1_AM_7,,,,
21B_1,FULLW,21B_1_AM_8,,,,
21B_1,FULLW,21B_1_AM_9,,,,
21B_1,FULLW,21B_1_AM_10,,,,
21B_1,FULLW,21B_1_AM_11,,,,
21B_1,FULLW,21B_1_AM_12,,,,
21B_1,FULLW,21B_1_AM_13,,,,
21B_1,FULLW,21B_1_AM_14,,,,
21B_1,FULLW,21B_1_AM_15,,,,
21B_1,FULLW,21B_1_AM_16,,,,
21B_1,FULLW,21B_1_AM_17,,,,
21B_1,FULLW,21B_1_AM_18,,,,
21B_1,FULLW,21B_1_AM_19,,,,
21B_2,FULLW,21B_2_AM_1,,,,
21B_2,FULLW,21B_2_AM_2,,,,
21B_2,FULLW,21B_2_AM_3,,,,
21B_2,FULLW,21B_2_AM_4,,,,
21B_2,FULLW,21B_2_AM_5,,,,
21B_2,FULLW,21B_2_AM_6,,,,
21B_2,FULLW,21B_2_AM_7,,,,
21B_2,FULLW,21B_2_AM_8,,,,
21B_2,FULLW,21B_2_AM_9,,,,
21B_2,FULLW,21B_2_AM_10,,,,
21B_2,FULLW,21B_2_AM_11,,,,
21B_2,FULLW,21B_2_AM_12,,,,
21B_2,FULLW,21B_2_AM_13,,,,
21B_2,FULLW,21B_2_AM_14,,,,
21B_2,FULLW,21B_2_AM_15,,,,
21B_2,FULLW,21B_2_AM_16,,,,
21B_2,FULLW,21B_2_AM_17,,,,
21B_2,FULLW,21B_2_AM_18,,,,
21B_2,FULLW,21B_2_AM_19,,,,
22A_1,FULLW,22A_1_AM_1,,,,
22A_1,FULLW,22A_1_AM_2,,,,
22A_1,FULLW,22A_1_AM_3,,,,
22A_1,FULLW,22A_1_AM_4,,,,
22A_1,FULLW,22A_1_AM_5,,,,
22A_1,FULLW,22A_1_AM_6,,,,
22A_1,FULLW,22A_1_AM_7,,,,
22A_1,FULLW,22A_1_AM_8,,,,
22A_1,FULLW,22A_1_AM_9,,,,
22A_1,FULLW,22A_1_AM_10,,,,
22A_1,FULLW,22A_1_AM_11,,,,
22A_1,FULLW,22A_1_AM_12,,,,
22A_1,FULLW,22A_1_AM_13,,,,
22A_1,FULLW,22A_1_AM_14,,,,
22A_1,FULLW,22A_1_AM_15,,,,
22A_1,FULLW,22A_1_AM_16,,,,
22A_1,FULLW,22A_1_AM_17,,,,
22A_1,FULLW,22A_1_AM_18,,,,
22A_1,FULLW,22A_1_AM_19,,,,
22A_1,FULLW,22A_1_AM_20,,,,
22A_1,FULLW,22A_1_AM_21,,,,
22A_1,FULLW,22A_1_AM_22,,,,
22A_1,FULLW,22A_1_AM_23,,,,
22A_1,FULLW,22A_1_AM_24,,,,
22A_1,FULLW,22A_1_AM_25,,,,
22A_1,FULLW,22A_1_AM_26,,,,
22A_1,FULLW,22A_1_AM_27,,,,
22A_2,FULLW,22A_2_AM_1,,,,
22A_2,FULLW,22A_2_AM_2,,,,
22A_2,FULLW,22A_2_AM_3,,,,
22A_2,FULLW,22A_2_AM_4,,,,
22A_2,FULLW,22A_2_AM_5,,,,
22A_2,FULLW,22A_2_AM_6,,,,
22A_2,FULLW,22A_2_AM_7,,,,
22A_2,FULLW,22A_2_AM_8,,,,
22A_2,FULLW,22A_2_AM_9,,,,
22A_2,FULLW,22A_2_AM_10,,,,
22A_2,FULLW,22A_2_AM_11,,,,
22A_2,FULLW,22A_2_AM_12,,,,
22A_2,FULLW,22A_2_AM_13,,,,
22A_2,FULLW,22A_2_AM_14,,,,
22A_2,FULLW,22A_2_AM_15,,,,
22A_2,FULLW,22A_2_AM_16,,,,
22A_2,FULLW,22A_2_AM_17,,,,
22A_2,FULLW,22A_2_AM_18,,,,
22A_2,FULLW,22A_2_AM_19,,,,
22A_2,FULLW,22A_2_AM_20,,,,
22A_2,FULLW,22A_2_AM_21,,,,
22A_2,FULLW,22A_2_AM_22,,,,
22A_2,FULLW,22A_2_AM_23,,,,
22A_2,FULLW,22A_2_AM_24,,,,
22A_2,FULLW,22A_2_AM_25,,,,
22A_2,FULLW,22A_2_AM_26,,,,
22A_2,FULLW,22A_2_AM_27,,,,
22B_1,FULLW,22B_1_AM_1,,,,
22B_1,FULLW,22B_1_AM_2,,,,
22B_1,FULLW,22B_1_AM_3,,,,
22B_1,FULLW,22B_1_AM_4,,,,
22B_1,FULLW,22B_1_AM_5,,,,
22B_1,FULLW,22B_1_AM_6,,,,
22B_1,FULLW,22B_1_AM_7,,,,
22B_1,FULLW,22B_1_AM_8,,,,
22B_1,FULLW,22B_1_AM_9,,,,
22B_1,FULLW,22B_1_AM_10,,,,
22B_1,FULLW,22B_1_AM_11,,,,
22B_1,FULLW,22B_1_AM_12,,,,
22B_1,FULLW,22B_1_AM_13,,,,
22B_1,FULLW,22B_1_AM_14,,,,
22B_1,FULLW,22B_1_AM_15,,,,
22B_1,FULLW,22B_1_AM_16,,,,
22B_2,FULLW,22B_2_AM_1,,,,
22B_2,FULLW,22B_2_AM_2,,,,
22B_2,FULLW,22B_2_AM_3,,,,
22B_2,FULLW,22B_2_AM_4,,,,
22B_2,FULLW,22B_2_AM_5,,,,
22B_2,FULLW,22B_2_AM_6,,,,
22B_2,FULLW,22B_2_AM_7,,,,
22B_2,FULLW,22B_2_AM_8,,,,
22B_2,FULLW,22B_2_AM_9,,,,
22B_2,FULLW,22B_2_AM_10,,,,
22B_2,FULLW,22B_2_AM_11,,,,
22B_2,FULLW,22B_2_AM_12,,,,
22B_2,FULLW,22B_2_AM_13,,,,
22B_2,FULLW,22B_2_AM_14,,,,
22B_2,FULLW,22B_2_AM_15,,,,
22B_2,FULLW,22B_2_AM_16,,,,
22C_1,FULLW,22C_1_AM_1,,,,
22C_1,FULLW,22C_1_AM_2,,,,
22C_1,FULLW,22C_1_AM_3,,,,
22C_1,FULLW,22C_1_AM_4,,,,
22C_1,FULLW,22C_1_AM_5,,,,
22C_1,FULLW,22C_1_AM_6,,,,
22C_1,FULLW,22C_1_AM_7,,,,
22C_1,FULLW,22C_1_AM_8,,,,
22C_1,FULLW,22C_1_AM_9,,,,
22C_1,FULLW,22C_1_AM_10,,,,
22C_2,FULLW,22C_2_AM_1,,,,
22C_2,FULLW,22C_2_AM_2,,,,
22C_2,FULLW,22C_2_AM_3,,,,
22C_2,FULLW,22C_2_AM_4,,,,
22C_2,FULLW,22C_2_AM_5,,,,
22C_2,FULLW,22C_2_AM_6,,,,
22C_2,FULLW,22C_2_AM_7,,,,
22C_2,FULLW,22C_2_AM_8,,,,
22C_2,FULLW,22C_2_AM_9,,,,
22C_2,FULLW,22C_2_AM_10,,,,
23_1,FULLW,23_1_AM_1,,,,
23_1,FULLW,23_1_AM_2,,,,
23_1,FULLW,23_1_AM_3,,,,
23_1,FULLW,23_1_AM_4,,,,
23_1,FULLW,23_1_AM_5,,,,
23_1,FULLW,23_1_AM_6,,,,
23_1,FULLW,23_1_AM_7,,,,
23_1,FULLW,23_1_AM_8,,,,
23_1,FULLW,23_1_AM_9,,,,
23_1,FULLW,23_1_AM_10,,,,
23_1,FULLW,23_1_AM_11,,,,
23_1,FULLW,23_1_AM_12,,,,
23_1,FULLW,23_1_AM_13,,,,
23_2,FULLW,23_2_AM_1,,,,
23_2,FULLW,23_2_AM_2,,,,
23_2,FULLW,23_2_AM_3,,,,
23_2,FULLW,23_2_AM_4,,,,
23_2,FULLW,23_2_AM_5,,,,
23_2,FULLW,23_2_AM_6,,,,
23_2,FULLW,23_2_AM_7,,,,
23_2,FULLW,23_2_AM_8,,,,
23_2,FULLW,23_2_AM_9,,,,
23_2,FULLW,23_2_AM_10,,,,
23_2,FULLW,23_2_AM_11,,,,
23_2,FULLW,23_2_AM_12,,,,
23_2,FULLW,23_2_AM_13,,,,
24_1,FULLW,24_1_AM_1,,,,
24_1,FULLW,24_1_AM_2,,,,
24_1,FULLW,24_1_AM_3,,,,
24_1,FULLW,24_1_AM_4,,,,
24_1,FULLW,24_1_AM_5,,,,
24_1,FULLW,24_1_AM_6,,,,
24_1,FULLW,24_1_AM_7,,,,
24_1,FULLW,24_1_AM_8,,,,
24_1,FULLW,24_1_AM_9,,,,
24_1,FULLW,24_1_AM_10,,,,
24_1,FULLW,24_1_AM_11,,,,
24_1,FULLW,24_1_AM_12,,,,
24_1,FULLW,24_1_AM_13,,,,
24_1,FULLW,24_1_AM_14,,,,
24_1,FULLW,24_1_AM_15,,,,
24_1,FULLW,24_1_AM_16,,,,
24_2,FULLW,24_2_AM_1,,,,
24_2,FULLW,24_2_AM_2,,,,
24_2,FULLW,24_2_AM_3,,,,
24_2,FULLW,24_2_AM_4,,,,
24_2,FULLW,24_2_AM_5,,,,
24_2,FULLW,24_2_AM_6,,,,
24_2,FULLW,24_2_AM_7,,,,
24_2,FULLW,24_2_AM_8,,,,
24_2,FULLW,24_2_AM_9,,,,
24_2,FULLW,24_2_AM_10,,,,
24_2,FULLW,24_2_AM_11,,,,
24_2,FULLW,24_2_AM_12,,,,
24_2,FULLW,24_2_AM_13,,,,
24_2,FULLW,24_2_AM_14,,,,
24_2,FULLW,24_2_AM_15,,,,
24_2,FULLW,24_2_AM_16,,,,
25_1,FULLW,25_1_AM_1,,,,
25_1,FULLW,25_1_AM_2,,,,
25_1,FULLW,25_1_AM_3,,,,
25_1,FULLW,25_1_AM_4,,,,
25_1,FULLW,25_1_AM_5,,,,
25_1,FULLW,25_1_AM_6,,,,
25_1,FULLW,25_1_AM_7,,,,
25_1,FULLW,25_1_AM_8,,,,
25_1,FULLW,25_1_AM_9,,,,
25_1,FULLW,25_1_AM_10,,,,
25_1,FULLW,25_1_AM_11,,,,
25_1,FULLW,25_1_AM_12,,,,
25_1,FULLW,25_1_AM_13,,,,
25_1,FULLW,25_1_AM_14,,,,
25_1,FULLW,25_1_AM_15,,,,
25_1,FULLW,25_1_AM_16,,,,
25_1,FULLW,25_1_AM_17,,,,
25_1,FULLW,25_1_AM_18,,,,
25_2,FULLW,25_2_AM_1,,,,
25_2,FULLW,25_2_AM_2,,,,
25_2,FULLW,25_2_AM_3,,,,
25_2,FULLW,25_2_AM_4,,,,
25_2,FULLW,25_2_AM_5,,,,
25_2,FULLW,25_2_AM_6,,,,
25_2,FULLW,25_2_AM_7,,,,
25_2,FULLW,25_2_AM_8,,,,
25_2,FULLW,25_2_AM_9,,,,
25_2,FULLW,25_2_AM_10,,,,
25_2,FULLW,25_2_AM_11,,,,
25_2,FULLW,25_2_AM_12,,,,
25_2,FULLW,25_2_AM_13,,,,
25_2,FULLW,25_2_AM_14,,,,
25_2,FULLW,25_2_AM_15,,,,
25_2,FULLW,25_2_AM_16,,,,
25_2,FULLW,25_2_AM_17,,,,
25_2,FULLW,25_2_AM_18,,,,
25_2,FULLW,25_2_AM_19,,,,
26_1,FULLW,26_1_AM_1,,,,
26_1,FULLW,26_1_AM_2,,,,
26_1,FULLW,26_1_AM_3,,,,
26_1,FULLW,26_1_AM_4,,,,
26_1,FULLW,26_1_AM_5,,,,
26_1,FULLW,26_1_AM_6,,,,
26_1,FULLW,26_1_AM_7,,,,
26_1,FULLW,26_1_AM_8,,,,
26_1,FULLW,26_1_AM_9,,,,
26_1,FULLW,26_1_AM_10,,,,
26_1,FULLW,26_1_AM_11,,,,
26_1,FULLW,26_1_AM_12,,,,
26_1,FULLW,26_1_AM_13,,,,
26_1,FULLW,26_1_AM_14,,,,
26_1,FULLW,26_1_AM_15,,,,
26_1,FULLW,26_1_AM_16,,,,
26_1,FULLW,26_1_AM_17,,,,
26_1,FULLW,26_1_AM_18,,,,
26_1,FULLW,26_1_AM_19,,,,
26_1,FULLW,26_1_AM_20,,,,
26_1,FULLW,26_1_AM_21,,,,
26_1,FULLW,26_1_AM_22,,,,
26_1,FULLW,26_1_AM_23,,,,
26_1,FULLW,26_1_AM_24,,,,
26_1,FULLW,26_1_AM_25,,,,
26_1,FULLW,26_1_AM_26,,,,
26_1,FULLW,26_1_AM_27,,,,
26_1,FULLW,26_1_AM_28,,,,
26_1,FULLW,26_1_AM_29,,,,
26_1,FULLW,26_1_AM_30,,,,
26_1,FULLW,26_1_AM_31,,,,
26_2,FULLW,26_2_AM_1,,,,
26_2,FULLW,26_2_AM_2,,,,
26_2,FULLW,26_2_AM_3,,,,
26_2,FULLW,26_2_AM_4,,,,
26_2,FULLW,26_2_AM_5,,,,
26_2,FULLW,26_2_AM_6,,,,
26_2,FULLW,26_2_AM_7,,,,
26_2,FULLW,26_2_AM_8,,,,
26_2,FULLW,26_2_AM_9,,,,
26_2,FULLW,26_2_AM_10,,,,
26_2,FULLW,26_2_AM_11,,,,
26_2,FULLW,26_2_AM_12,,,,
26_2,FULLW,26_2_AM_13,,,,
26_2,FULLW,26_2_AM_14,,,,
26_2,FULLW,26_2_AM_15,,,,
26_2,FULLW,26_2_AM_16,,,,
26_2,FULLW,26_2_AM_17,,,,
26_2,FULLW,26_2_AM_18,,,,
26_2,FULLW,26_2_AM_19,,,,
26_2,FULLW,26_2_AM_20,,,,
26_2,FULLW,26_2_AM_21,,,,
26_2,FULLW,26_2_AM_22,,,,
26_2,FULLW,26_2_AM_23,,,,
26_2,FULLW,26_2_AM_24,,,,
26_2,FULLW,26_2_AM_25,,,,
26_2,FULLW,26_2_AM_26,,,,
26_2,FULLW,26_2_AM_27,,,,
26_2,FULLW,26_2_AM_28,,,,
26_2,FULLW,26_2_AM_29,,,,
26_2,FULLW,26_2_AM_30,,,,
26_2,FULLW,26_2_AM_31,,,,
27_1,FULLW,27_1_AM_1,,,,
27_1,FULLW,27_1_AM_2,,,,
27_1,FULLW,27_1_AM_3,,,,
27_1,FULLW,27_1_AM_4,,,,
27_1,FULLW,27_1_AM_5,,,,
27_1,FULLW,27_1_AM_6,,,,
27_1,FULLW,27_1_AM_7,,,,
27_1,FULLW,27_1_AM_8,,,,
27_1,FULLW,27_1_AM_9,,,,
27_1,FULLW,27_1_AM_10,,,,
27_1,FULLW,27_1_AM_11,,,,
27_1,FULLW,27_1_AM_12,,,,
27_1,FULLW,27_1_AM_13,,,,
27_1,FULLW,27_1_AM_14,,,,
27_1,FULLW,27_1_AM_15,,,,
27_1,FULLW,27_1_AM_16,,,,
27_1,FULLW,27_1_AM_17,,,,
27_1,FULLW,27_1_AM_18,,,,
27_1,FULLW,27_1_AM_19,,,,
27_1,FULLW,27_1_AM_20,,,,
27_1,FULLW,27_1_AM_21,,,,
